,City Name,Country Name,Latitude,Longitude,Date,Max Temperature,Wind Speed,Cloudiness,Humidity
364,batagay-alyta,RU,67.8006,130.4114,1655305735,51.21,4.92,91,90
365,mineiros,BR,-17.5694,-52.5511,1655305735,81.55,5.93,12,42
366,erenhot,CN,43.6475,111.9767,1655305735,75.43,5.55,36,25
367,yumen,CN,40.2833,97.2,1655305736,80.85,8.75,97,6
368,shache,CN,38.4167,77.2406,1655305736,87.15,3.69,66,17
369,malanje,AO,-9.5402,16.341,1655305737,85.21,3.13,49,16
370,kendari,ID,-3.945,122.4989,1655305737,75.61,2.04,97,91
371,yokadouma,CM,3.5167,15.05,1655305737,79.77,2.98,100,69
372,touros,BR,-5.1989,-35.4608,1655305738,84.47,15.32,3,52
373,luorong,CN,24.4058,109.6086,1655305738,75.31,1.9,95,85
374,porto torres,IT,40.835,8.3972,1655305739,86.18,7.18,55,47
375,jiangyou,CN,31.7667,104.7167,1655305739,76.84,3.33,83,62
376,baykalsk,RU,51.5058,104.1469,1655305739,56.16,2.82,47,91
377,bandarbeyla,SO,9.4942,50.8122,1655305740,78.3,30.8,48,77
378,barao de melgaco,BR,-16.1944,-55.9675,1655305740,89.49,2.46,5,30
379,shaoyang,CN,27.2315,111.4525,1655305740,74.59,0.49,94,87
380,harnosand,SE,62.6323,17.9379,1655305741,68.0,12.95,43,50
381,nome,US,64.5011,-165.4064,1655305741,42.87,13.8,100,87
382,jasper,US,37.2001,-94.3502,1655305742,84.0,19.57,0,66
383,hojo,JP,33.9766,132.7777,1655305743,70.48,5.14,100,87
384,javanrud,IR,34.7961,46.5172,1655305743,78.96,12.8,0,18
385,mogadishu,SO,2.0371,45.3438,1655305744,79.52,15.93,3,82
386,bonavista,CA,48.6499,-53.1147,1655305744,45.23,12.73,96,82
387,taltal,CL,-25.4,-70.4833,1655305745,58.5,3.91,100,73
388,sosnovo-ozerskoye,RU,52.5249,111.5418,1655305745,57.33,3.27,68,62
389,khash,IR,28.2211,61.2158,1655305745,97.29,4.25,96,10
390,ouadda,CF,8.0777,22.4007,1655305746,88.57,2.93,75,47
391,launceston,AU,-41.45,147.1667,1655305746,49.8,8.05,100,97
392,sfantu gheorghe,RO,45.8667,25.7833,1655305746,71.82,8.84,28,45
393,jawhar,SO,2.7809,45.5005,1655305747,81.3,17.85,8,62
394,ola,RU,59.5833,151.2833,1655305747,46.15,1.3,100,87
395,biak,ID,-0.9131,122.8766,1655305748,75.43,1.05,64,83
396,vega baja,PR,18.4444,-66.3877,1655305748,85.24,1.99,100,86
397,balangir,IN,20.7167,83.4833,1655305748,92.07,6.49,92,44
398,vitoria do mearim,BR,-3.4622,-44.8706,1655305749,86.22,6.53,20,49
399,brainerd,US,46.358,-94.2008,1655305561,73.65,8.05,0,52
400,luganville,VU,-15.5333,167.1667,1655305749,77.31,7.27,34,87
401,morondava,MG,-20.2833,44.2833,1655305638,75.99,6.96,0,73
402,xining,CN,36.6167,101.7667,1655305750,63.25,2.62,100,33
403,salinopolis,BR,-0.6136,-47.3561,1655305750,85.51,13.22,80,59
404,jiazi,CN,22.8779,116.067,1655305750,78.26,3.44,81,88
405,russell,US,32.3502,-85.1999,1655305751,89.01,4.9,85,54
406,port moresby,PG,-9.4431,147.1797,1655305751,76.41,4.34,95,88
407,tautira,PF,-17.7333,-149.15,1655305752,78.53,20.38,34,80
408,ternate,ID,0.8,127.4,1655305752,80.42,4.03,98,79
409,havre-saint-pierre,CA,50.2334,-63.5986,1655305753,58.26,9.44,74,72
410,hirara,JP,24.8,125.2833,1655305753,81.73,16.17,100,82
411,whitecourt,CA,54.1502,-115.6855,1655305753,54.97,11.59,100,82
412,tigzirt,DZ,36.8886,4.1198,1655305754,87.24,10.71,24,46
413,jaumave,MX,23.4167,-99.3833,1655305754,78.48,4.59,93,65
414,puerto colombia,CO,10.9878,-74.9547,1655305755,84.29,9.22,100,74
415,buchanan,LR,5.8808,-10.0467,1655305755,79.59,11.14,99,82
416,namibe,AO,-15.1961,12.1522,1655305755,71.76,9.08,18,60
417,fort saint james,CA,54.4333,-124.25,1655305756,54.93,3.91,5,55
418,ancud,CL,-41.8697,-73.8203,1655305756,50.23,4.16,25,89
419,loksa,EE,59.5764,25.7214,1655305757,61.93,21.14,74,61
420,andenes,NO,69.3143,16.1194,1655305757,48.18,8.05,75,81
421,kargasok,RU,59.0556,80.8572,1655305757,56.12,12.68,95,96
422,lata,PT,40.1629,-8.3327,1655305758,84.06,9.4,89,44
423,aripuana,BR,-9.1667,-60.6333,1655305523,86.34,1.68,76,49
424,stornoway,GB,58.2093,-6.3865,1655305758,54.93,17.27,75,97
425,trelew,AR,-43.249,-65.3051,1655305486,48.9,1.45,10,58
426,sulangan,PH,11.1373,123.7228,1655305759,84.88,9.42,10,73
427,dryden,CA,49.7833,-92.7503,1655305759,68.94,8.14,86,60
428,lokoja,NG,7.8024,6.743,1655305760,87.22,5.66,91,63
429,mitsamiouli,KM,-11.3847,43.2844,1655305760,78.46,5.66,3,77
430,ugra,RU,54.7777,34.3267,1655305760,60.21,10.11,42,84
431,lawton,US,34.6087,-98.3903,1655305761,85.06,23.0,0,62
432,tatarsk,RU,55.219,75.9828,1655305761,57.97,7.34,100,82
433,ville-marie,CA,47.3335,-79.433,1655305762,65.53,8.12,100,85
434,san pietro in casale,IT,44.6996,11.4022,1655305762,90.12,9.71,30,45
435,svetlyy,RU,54.675,20.1347,1655305516,62.65,11.14,68,71
436,suicheng,CN,33.8963,117.9331,1655305510,82.98,4.16,76,43
437,rio grande,BR,-32.035,-52.0986,1655305763,60.91,2.86,0,62
438,meulaboh,ID,4.1363,96.1285,1655305763,75.4,6.08,100,89
439,luwuk,ID,-0.9516,122.7875,1655305763,76.26,1.97,67,85
440,nivala,FI,63.9167,24.9667,1655305764,64.69,12.73,21,50
441,luderitz,NA,-26.6481,15.1594,1655305694,68.99,14.36,20,36
442,mtsensk,RU,53.2766,36.5733,1655305764,62.44,9.82,85,76
443,starodub,RU,52.5844,32.7633,1655305765,63.07,9.73,51,73
444,moree,AU,-29.4667,149.85,1655305765,51.48,2.57,0,78
445,alim,PH,9.5649,122.4876,1655305695,80.62,2.64,60,81
446,imeni poliny osipenko,RU,52.4201,136.4853,1655305765,55.42,6.22,99,97
447,salalah,OM,17.0151,54.0924,1655305766,86.09,8.05,40,79
448,arkhipo-osipovka,RU,44.37,38.52,1655305766,72.32,2.73,16,78
449,voznesenye,RU,61.0106,35.4781,1655305767,54.34,5.61,91,82
450,pisco,PE,-13.7,-76.2167,1655305497,64.45,6.91,20,68
451,haradok,BY,55.4624,29.9816,1655305767,65.77,12.44,51,54
452,kumluca,TR,36.3703,30.2869,1655305767,80.26,8.01,32,65
453,hualmay,PE,-11.0964,-77.6139,1655305768,64.08,7.9,48,70
454,grindavik,IS,63.8424,-22.4338,1655305768,52.27,19.57,75,66
455,rawah,IQ,34.4816,41.9093,1655305768,96.08,15.88,0,17
456,zhezkazgan,KZ,47.8043,67.7144,1655305769,78.78,8.95,0,22
457,harper,LR,4.375,-7.7169,1655305769,76.87,11.3,100,88
458,yar-sale,RU,66.8333,70.8333,1655305770,64.35,5.53,85,44
459,longhua,CN,23.6137,114.1919,1655305770,73.17,0.47,100,99
460,shujaabad,PK,29.8797,71.2931,1655305770,98.65,11.74,0,14
461,guerrero negro,MX,27.9769,-114.0611,1655305621,65.39,8.88,0,74
462,olafsvik,IS,64.8945,-23.7142,1655305771,49.73,13.35,94,69
463,makakilo city,US,21.3469,-158.0858,1655305479,73.72,3.44,0,78
464,omboue,GA,-1.5746,9.2618,1655305771,78.93,12.33,69,68
465,taywarah,AF,33.35,64.4167,1655305772,69.17,15.41,56,19
466,parati,BR,-23.2178,-44.7131,1655305772,73.87,3.6,84,60
467,agadir,MA,30.4202,-9.5982,1655305690,81.05,8.68,75,60
468,anamur,TR,36.0751,32.8369,1655305773,79.77,9.89,16,68
469,muros,ES,42.7762,-9.0603,1655305773,76.08,9.69,98,70
470,kourou,GF,5.1552,-52.6478,1655305760,87.85,8.9,84,68
471,porangatu,BR,-13.4408,-49.1486,1655305774,90.36,9.78,69,35
472,maliq,AL,40.7058,20.6997,1655305774,70.39,3.09,42,60
473,mananara,MG,-16.1667,49.7667,1655305774,72.05,6.35,71,90
474,labuan,MY,5.2767,115.2417,1655305775,82.78,6.29,100,77
475,torata,PE,-17.0769,-70.8433,1655305775,62.51,5.95,0,14
476,beyneu,KZ,45.3167,55.2,1655305776,90.59,10.45,98,13
477,nisia floresta,BR,-6.0911,-35.2086,1655305776,86.81,12.15,2,59
478,kiama,AU,-34.6833,150.8667,1655305776,56.37,5.99,10,59
479,faya,SA,18.3851,42.4509,1655305777,84.72,6.58,60,22
480,buriti bravo,BR,-5.8372,-43.8336,1655305777,85.71,7.87,36,47
481,tahe,CN,52.3333,124.7333,1655305778,56.12,3.15,88,94
482,sinnamary,GF,5.3833,-52.95,1655305778,83.55,10.49,29,67
483,tupik,RU,54.4253,119.9327,1655305778,55.08,2.71,50,69
484,perth,AU,-31.9333,115.8333,1655305779,58.33,8.05,75,93
485,almaznyy,RU,48.0448,40.045,1655305779,65.71,5.01,100,71
486,thonon-les-bains,FR,46.25,6.5,1655305780,82.8,6.46,44,34
487,wangaratta,AU,-36.3667,146.3333,1655305780,51.48,6.91,100,95
488,krasnoselkup,RU,65.7,82.4667,1655305780,70.27,5.1,98,59
489,texarkana,US,33.4251,-94.0477,1655305682,84.42,16.11,75,73
490,berbera,SO,10.4396,45.0143,1655305781,91.62,3.36,0,59
491,ambon,ID,-3.6954,128.1814,1655305781,78.24,2.3,40,15
492,zile,TR,40.3031,35.8864,1655305782,71.29,7.78,57,60
493,skegness,GB,53.1436,0.3363,1655305782,75.27,8.28,100,75
494,sunrise manor,US,36.2111,-115.0731,1655305782,85.51,10.36,0,7
495,kapit,MY,2.0167,112.9333,1655305783,74.08,0.85,58,99
496,nizhniy tsasuchey,RU,50.5167,115.1333,1655305783,62.53,5.66,45,65
497,abnub,EG,27.2696,31.1511,1655305784,96.91,16.78,0,18
498,nemuro,JP,43.3236,145.575,1655305784,52.16,13.58,100,93
499,muli,MV,2.9167,73.5667,1655305784,84.09,9.8,47,71
500,swift current,CA,50.2834,-107.8014,1655305785,52.61,11.5,100,93
501,poddorye,RU,57.4695,31.1156,1655305785,54.07,10.89,100,92
502,hami,CN,42.8,93.45,1655305786,93.0,14.27,91,12
503,malkangiri,IN,18.35,81.9,1655305786,84.25,1.92,96,61
504,rabaul,PG,-4.1967,152.1721,1655305786,78.69,5.88,89,80
505,arlit,NE,18.7369,7.3853,1655305787,101.52,19.95,32,20
506,ekhabi,RU,53.5102,142.9671,1655305787,46.6,4.74,100,98
507,monrovia,LR,6.3005,-10.7969,1655305788,79.59,12.73,100,81
508,yambio,SS,4.5721,28.3955,1655305788,82.8,4.03,100,56
509,kabare,CD,-2.4683,28.8242,1655305788,69.03,3.71,11,80
510,puerto leguizamo,CO,-0.1934,-74.7819,1655305789,82.17,0.89,48,56
511,jutai,BR,-5.1833,-68.9,1655305789,84.24,0.56,75,59
512,kruisfontein,ZA,-34.0033,24.7314,1655305790,47.88,18.25,61,65
513,airai,TL,-8.9266,125.4092,1655305790,57.29,3.29,44,78
514,janakkala,FI,60.9,24.6,1655305790,69.8,11.56,55,39
515,tsimlyansk,RU,47.6461,42.1019,1655305791,77.07,1.63,70,46
516,sisimiut,GL,66.9395,-53.6735,1655305791,39.16,10.51,13,56
517,ode,NG,7.7899,5.7117,1655305792,79.21,6.24,94,80
518,zonguldak,TR,41.25,31.8333,1655305792,69.6,7.99,0,66
519,sabang,ID,5.8933,95.3214,1655305792,81.9,18.88,100,75
520,pokhara,NP,28.2333,83.9833,1655305793,79.02,5.7,91,61
521,vila,PT,42.0304,-8.1588,1655305793,86.7,4.76,100,34
522,terrak,NO,65.087,12.3715,1655305793,57.07,3.0,97,87
523,esmeralda,CU,21.8525,-78.1169,1655305794,84.43,12.37,14,62
524,kongolo,CD,-5.3833,27.0,1655305794,92.39,4.36,13,28
525,tezu,IN,27.9167,96.1667,1655305795,72.3,2.71,100,99
526,kenora,CA,49.8167,-94.4337,1655305651,62.78,11.99,72,88
527,wapi pathum,TH,15.8452,103.3768,1655305795,83.97,5.97,100,63
528,haines junction,CA,60.7522,-137.5108,1655305795,47.66,2.06,99,75
529,whitehorse,CA,60.7161,-135.0538,1655305499,47.8,3.0,100,83
530,taoudenni,ML,22.6783,-3.9836,1655305796,111.47,7.2,0,5
531,whitianga,NZ,-36.8333,175.7,1655305796,55.26,11.21,0,78
532,dwarka,IN,22.2394,68.9678,1655305797,85.86,15.79,38,78
533,turukhansk,RU,65.8167,87.9833,1655305797,69.57,8.43,100,58
534,villazon,BO,-22.0866,-65.5942,1655305797,52.74,2.21,0,7
535,thinadhoo,MV,0.5333,72.9333,1655305798,84.22,7.63,71,69
536,geraldton,AU,-28.7667,114.6,1655305798,59.41,5.75,100,88
537,semnan,IR,35.5729,53.3971,1655305799,91.6,12.46,0,15
538,baruun-urt,MN,46.6806,113.2792,1655305799,62.58,5.57,100,64
539,qeshm,IR,26.9581,56.2719,1655305799,96.67,21.12,0,59
540,chateaubelair,VC,13.2833,-61.25,1655305800,80.17,14.56,59,81
541,grenfell,AU,-33.9,148.1667,1655305800,44.33,7.72,61,72
542,matay,EG,28.419,30.7792,1655305801,95.81,14.83,0,19
